Doctor ID,Doctor Age,Doctor Location,Doctor Type,Experience (Years),Patients in Lifetime,Patients in Queue
2111,87.0,41,54,15.593492526650808,1448.7801085549636,29.45821035473883
2868,71.0,38,31,27.277439348783464,1922.7080855648956,40.389869234733055
2648,55.0,52,31,32.10165749769028,2437.01716461865,48.80797570474161
2387,116.0,79,64,0.1355614938480047,477.69587402148414,9.896933140200517
2978,100.0,77,4,14.544453436456289,985.1804798929254,18.91623783711284
2585,84.0,94,64,13.158662181600189,1537.5595347782753,30.711817066087438
2637,68.0,81,74,26.425090561597607,2034.1280498693136,39.76985710553364
2930,52.0,97,74,31.05240291570587,2466.532236752133,48.239985004525785
2055,104.0,94,73,10.37319270280666,438.0861229707599,8.205514953803243
2547,88.0,97,29,17.8620894836933,920.7391096292216,20.115446323182532
2225,72.0,69,63,13.585192805260938,1416.7158060693405,31.98635737575875
2343,56.0,72,39,22.844215146020392,1912.8343209063112,39.45715643405032
2982,40.0,80,39,35.822020024611945,2598.8191821546043,51.03826757483765
2955,94.0,38,73,0.6783927631637843,579.5831697608718,9.767946188203782
2670,78.0,58,49,12.525706734270765,967.5021259487376,21.42694331149006
2194,62.0,17,18,15.63815212057097,1459.96665173744,29.06494760630061
2392,46.0,77,10,26.08631617210204,1965.336327037408,39.25062333176003
2276,30.0,59,10,26.33228771665868,2450.200093747667,49.25925648709905
2407,82.0,84,1,1.7754765735711535,592.3245904748496,8.797580286194549
2987,66.0,70,56,9.176943569016837,955.522519083599,19.91285475530458
2757,50.0,76,29,12.224433373903938,1552.8147175764266,30.131773687806582
2392,34.0,123,61,27.48710636634244,2009.318787208842,40.7100461737836
2922,18.0,113,61,35.18584152451134,2569.6154897022943,51.23009149672661
2751,144.0,80,33,0.6250904620284405,446.15195543775206,8.540388195692929
2742,128.0,104,12,6.721226150198778,998.3984793050754,21.468357649117024
2102,112.0,58,87,21.61486747798277,1486.1769933172918,31.375323830393704
2885,96.0,125,17,21.66712236515131,1988.8134412653085,40.18963711313369
2965,80.0,40,17,31.382085902686832,2524.869970074829,48.38932450554029
2077,65.0,80,4,2.894953013136401,571.6795445515077,11.527350951251648
2910,49.0,70,69,14.707127260101938,942.5756169185216,19.43717264149058
2947,33.0,77,52,17.428478660373454,1453.9559109773752,29.70191169017829
2468,17.0,84,25,21.24599747891447,1935.795588274986,41.46092139306637
2611,1.0,38,25,27.6158498195615,2573.557722737653,49.32412194636583
2353,73.0,75,4,1.7323881289490828,472.5519903166888,9.599394843113227
2021,57.0,55,16,7.097414470831062,933.942558191151,20.03233779537129
2622,41.0,96,20,23.23896446220894,1571.9160338067315,30.950979960304423
2916,25.0,107,17,29.73299822894978,2016.6165935538568,38.71911341062357
2781,9.0,61,17,30.54657366709204,2507.118447810474,51.99534913035766
2768,80.0,67,73,8.42580563792263,563.3123038290288,11.378923392208918
2342,64.0,51,29,16.847973007200743,1000.0372079176552,18.492105579862613
2853,48.0,75,86,14.40431697622504,1525.7336876471968,30.566831769422613
2839,32.0,51,3,25.304052070073688,1960.925588477668,39.20393598615165
2019,16.0,103,3,27.93361025920036,2459.490086721199,50.6029349156622
2866,115.0,97,33,8.729175641255283,425.58670940375,11.13853402130353
2232,99.0,77,79,16.70472491609944,909.2814193674602,19.214138927166807
2149,83.0,74,75,13.59876479366648,1454.9354242121376,31.34617855308619
2227,67.0,127,3,21.528708299917035,1938.880043556107,38.04483594929041
2474,51.0,50,3,25.024507697389183,2541.909570516731,48.006547906300696
2517,127.0,75,99,3.52179454809252,492.9067498834722,8.985056441784442
2130,111.0,82,88,14.618801075101349,1030.9457737805135,19.0267280045986
2529,95.0,114,44,14.406784137019596,1463.0813564764533,29.005503100275085
2835,79.0,119,40,25.407989138557028,1929.195464840207,38.34877657782648
2110,63.0,79,40,35.792247403387584,2487.958896346623,48.29075080179032
2210,100.0,93,73,5.979464267293451,575.6491895517095,11.59942939126762
2279,84.0,100,8,13.893779000270706,929.8169157055822,18.34219572932559
2539,68.0,117,42,13.715522578449608,1588.2151129195904,28.047006394243603
2082,52.0,58,44,23.14463202020028,2095.2682153625183,40.36050935856534
2790,36.0,88,44,34.99981598874841,2584.166914240779,48.57622523291178
2419,83.0,37,33,10.77781861654602,464.7810387882627,8.426449445981646
2087,67.0,45,27,16.46209978302042,1088.4410292306684,19.227281269568916
2944,51.0,66,100,12.116915845684488,1505.9559924981104,29.59605077028733
2975,35.0,17,31,29.313927850607453,2022.5503907916025,38.59770329666826
2072,19.0,17,31,26.50918953254445,2524.7739979075195,51.72633978308589
2524,137.0,18,63,11.802495237655494,437.6106824974543,8.342439835505626
2230,121.0,2,87,16.984966116141422,1096.9354909372814,18.774817881375384
2770,105.0,3,46,22.47295938821092,1418.3156238940555,29.13594202139059
2857,89.0,-19,6,23.824798811211256,2029.555623447,40.19876448695246
2109,73.0,30,6,32.11364443765219,2426.4392437272336,49.13996850994594
2746,106.0,78,66,2.686765005400471,464.2995279581124,8.795883722850116
2852,90.0,70,24,15.131280447826407,1086.629814114024,20.85692976704973
2838,74.0,111,45,12.743785096110594,1485.0172893922252,28.59066889989831
2839,58.0,117,61,21.13016792063524,1994.9946858076344,39.65770164091904
2705,42.0,67,61,24.432170438424823,2579.852062288605,51.37510252303508
2040,140.0,53,13,7.531100156870252,555.5473074914822,11.908592250241815
2636,124.0,45,48,8.723147195219608,998.767170817129,18.516132622880377
2986,108.0,62,49,16.898819564363645,1549.2182954465804,29.27289190961053
2998,92.0,49,20,22.358483630031603,1951.2626958832705,39.62875534751591
2983,76.0,76,20,29.275036295566863,2558.6402261417347,50.74272655828117
2541,136.0,8,10,11.86868684893968,493.3439300626628,11.521222286372485
2910,120.0,-7,4,17.889750285432864,1074.333232110058,21.559727466065738
2896,104.0,33,42,13.00578721612436,1537.9291378599748,28.405638446451466
2786,88.0,51,81,27.19514932498662,1912.6086666422657,38.30256737999501
2084,72.0,13,81,26.107330532188502,2506.259196609153,50.10353177680537
2111,125.0,104,26,2.934771091107278,550.2375497003914,10.391240229852963
2352,109.0,101,81,12.50300845399383,967.1518916397262,20.364640745214903
2145,93.0,90,22,15.990755950178723,1471.058558680082,31.230264265113966
2442,77.0,127,29,25.534151932246164,2050.144766999409,40.57704624656893
2714,61.0,59,29,30.77404591639265,2448.766839581672,50.7670040513754
2206,77.0,62,53,10.795337619541884,578.5044274692409,11.786668121902604
2830,61.0,63,86,6.3892165282528985,907.0669391137934,20.73483816308203
2964,45.0,62,4,15.752230062685364,1499.7870460377344,30.285929215951334
2685,29.0,72,9,24.408693599950716,2015.543752692696,41.38630863134264
2235,13.0,115,9,25.07948507787022,2579.8749976045906,51.9012684530429
2849,121.0,48,91,2.8093879726509776,512.7280832436168,11.418484620289329
2872,105.0,33,37,8.882441101209974,995.0979213480664,21.55168170260567
2692,89.0,35,72,21.753845351262115,1487.201088475572,28.099012733007868
2287,73.0,41,33,27.806520516615063,2002.0711923769388,39.31534040237664
2931,57.0,8,33,33.93016176080315,2499.3026298367845,50.63708624277858
2600,105.0,36,34,10.477954421599918,517.3474311489529,10.340413598308157
2962,89.0,27,64,10.58456987668668,1033.1899655243624,21.65532338878655
2376,73.0,8,17,15.60495448367124,1406.6027980326865,31.358260532323
2831,57.0,68,38,28.872237383021417,1905.0776802309863,39.971309800228326
2778,41.0,33,38,32.15964360660463,2534.992092284135,50.53236332320624
2272,135.0,41,82,4.581120567238473,513.2940421146304,8.696855748549048
2808,119.0,46,34,10.694739518371703,913.2786570542042,18.081866116318505
2551,103.0,44,35,21.210210262826752,1519.1449629309654,30.659808948295822
2135,87.0,31,89,27.03620925457232,1979.2007070830011,38.9461364385634
2498,71.0,-8,89,27.58755074960252,2482.08058894442,51.95335723486462
2815,80.0,94,38,2.4969676312167337,579.645050383815,11.099482332306303
2782,64.0,84,95,11.327529596036223,1031.2656807898095,19.953499007262806
2009,48.0,74,39,16.134588454673885,1534.1963905083846,29.58175463788204
2170,32.0,101,86,27.823060109386084,2069.434116286997,40.97672446834864
2716,16.0,49,86,28.09420139573672,2542.587287041686,51.77935291900707
2326,123.0,27,99,3.5179109215860285,515.0806269079039,8.2390437651067
2314,107.0,11,95,17.09189182690603,1099.2988546081972,21.729733423298477
2210,91.0,-8,62,14.940875480506156,1530.0181847013057,30.304712068423623
2016,75.0,50,95,22.77815770438384,2059.059609227248,39.84427232090294
2185,59.0,17,95,32.96146568275924,2404.1597108254477,48.82924188900425
2825,143.0,55,56,5.663077817136892,433.9488237307466,10.460143510507615
2829,127.0,38,33,14.698957545200626,945.1904222633176,19.577638888936136
2241,111.0,24,90,15.11835483474057,1533.2666992273078,29.874208462703784
2795,95.0,41,91,23.576667064220803,2057.295425419762,40.19375995982955
2655,79.0,21,91,32.00242367086007,2407.8728662818985,50.357281887472055
2053,141.0,61,18,3.818797652149704,420.9570971551112,11.45143423812412
2564,125.0,53,2,6.602775277225177,1049.5628674664506,20.444442009193992
2263,109.0,32,61,14.354378901801974,1505.352212396294,30.151462172363253
2540,93.0,13,27,27.89364174545695,2063.3325542167413,38.39592440527407
2027,77.0,73,27,30.557384911799566,2545.000613319325,49.04563891184765
2586,131.0,55,69,5.791497329435704,407.6782937798535,11.851674142994533
2373,115.0,48,84,15.76068805252775,1081.5387256358613,20.719117061647488
2368,99.0,80,94,16.96389708518808,1537.7662500183144,29.44712913998237
2466,83.0,85,94,21.648844114430812,2030.3959053161875,38.98751938551022
2606,67.0,22,94,34.32837877234737,2589.6779842575165,49.97393939183037
2365,105.0,75,54,3.679573646102496,509.7780820122196,9.415451099927797
2106,89.0,89,91,15.3882928471415,959.9319359640136,19.382747982337104
2522,73.0,68,99,14.951952364918888,1554.2221350535688,28.70512466734704
2939,57.0,73,70,28.12639540934966,2063.389966493537,40.831371531778686
2885,41.0,39,70,29.902210011901605,2459.2759359032125,50.30051507793775
2736,114.0,75,33,10.224794010337442,411.5235471495467,8.542778271229052
2819,98.0,81,78,9.388330664871804,948.966259059637,20.21217306920925
2110,82.0,70,13,13.136065247123875,1523.9000110082495,28.4847516920993
2446,66.0,44,82,24.24123579503204,1933.8313675560564,41.61087827139264
2779,50.0,123,82,24.434188677454227,2545.2157869010066,49.11073880239257
2067,115.0,37,1,2.369683128869359,596.2776662753276,8.179512470318848
2169,99.0,44,60,17.744169068541602,1025.5048369267986,18.399129382752868
2800,83.0,23,58,22.20953209458592,1577.50954578019,30.94083472138109
2485,67.0,18,52,22.93651670284337,2063.2284769712664,41.35483390918343
2765,51.0,32,52,33.8269829424147,2465.068177458713,49.31115675907334
2522,103.0,35,95,2.547146015994051,470.2814486868583,9.735912702279428
2000,87.0,52,56,15.550587282783294,923.8617329872136,20.192846732596
2070,71.0,38,95,17.469526288876885,1487.1770653259923,29.4879554567473
2596,55.0,79,17,20.26441650195871,2009.652487084072,38.60619420001517
2000,39.0,31,17,29.351449229730868,2474.1623282068244,50.6173468454344
2866,100.0,33,14,3.8136587644063806,522.1910798078464,10.5767597675083
2475,84.0,29,45,9.487887203111798,909.201860951902,18.55450059195333
2260,68.0,56,31,22.580165678187107,1560.7316042059806,31.24065622662656
2595,52.0,62,89,24.296466975148387,1920.7810321122824,40.84162797555588
2413,36.0,78,89,29.311497378453133,2426.1631969043237,49.139740376577095
2318,88.0,65,33,11.65109720156375,509.2825656700792,9.159024358902643
2219,72.0,63,75,9.92275861041149,1099.2104359465511,18.302286480264566
2719,56.0,74,82,16.08212412660545,1418.335898646109,28.027561390691847
2874,40.0,82,84,27.33474487853669,2040.274636801426,40.64063986233091
2200,24.0,22,84,27.30954241604079,2548.734854374703,50.28916982120619
2521,73.0,29,67,1.2722242141481703,435.5537753564861,8.654345105511446
2447,57.0,21,58,15.608706069301842,979.8545254603983,21.912380830646665
2576,41.0,44,35,18.0630672338919,1536.622817142996,28.62470354053682
2402,25.0,61,100,27.93588239181773,2034.5239136000423,40.29282749215534
2610,9.0,53,100,29.19788612952418,2521.5252554790454,50.73496763170681
2017,120.0,55,93,11.97675047318392,451.9594533330903,10.451371036039198
2503,104.0,67,32,15.02382845600309,1072.5008203927528,21.051339317503928
2432,88.0,52,70,23.970251725603013,1494.8806844336557,30.751835420138352
2986,72.0,71,100,19.429381838647068,1991.954323737814,39.142416311774106
2775,56.0,51,100,30.596589283501604,2509.7394736309525,51.32801316239175
2574,105.0,-2,16,3.0251519939733957,471.3629194341084,11.188862276347354
2372,89.0,-11,30,16.208882364387403,988.125465236114,18.25039162204638
2200,73.0,-18,8,18.86466306212642,1426.1882578696363,28.677316665961023
2441,57.0,-27,23,24.101607059100253,1987.3993858444328,41.35528732757263
2425,41.0,56,23,32.212148365380386,2516.357093273462,51.889440011306434
2694,75.0,83,33,0.3667452135367974,542.5466471766666,8.573932395415419
2110,59.0,100,17,9.733297461246686,925.7694926009756,19.606309170079992
2682,43.0,91,18,15.033511635720147,1598.009512300605,30.6469800153498
2904,27.0,111,36,18.42343995309129,2034.84779131727,39.36716239170237
2957,11.0,117,36,32.65614084002725,2567.1867102721194,51.9185571852418
2601,85.0,34,92,5.059817430779332,448.8949140480569,9.59923933909847
2258,69.0,34,35,15.97875066625363,1032.8440610175417,18.006400334804503
2532,53.0,36,78,13.610681634719535,1590.117512248621,30.118720022965736
2813,37.0,67,11,25.15722679129621,2023.4301882160848,39.448308782915966
2607,21.0,16,11,32.05195509913555,2535.0301771718564,51.73546065802955
2730,132.0,7,22,1.080209730926756,491.5317084297335,9.043738840714308
2852,116.0,-8,36,16.157626692113343,1086.175149641646,18.09901020277509
2210,100.0,25,54,19.37423399177099,1440.0665634092843,30.61124222275398
2143,84.0,26,79,27.61932105500957,2036.6979790234727,39.06125470564733
2280,68.0,-20,79,35.677876659987824,2404.2465596275574,50.0218615587439
2217,127.0,28,61,6.668823398608786,403.3180982876488,10.495383134466618
2367,111.0,20,64,7.479598817985158,921.1961197063554,18.22360899063214
2161,95.0,68,66,15.918012959091222,1414.0853473591253,30.20709024288443
2474,79.0,22,80,19.88893294194495,1973.4092425189697,39.68476385663088
2253,63.0,37,80,35.87528820094348,2468.152140355573,49.55053104016812
2908,139.0,20,94,10.775864817685404,459.5040928651657,8.192979435602052
2507,123.0,8,29,17.85937840450587,961.213199793516,20.773004375520443
2622,107.0,-8,76,20.693169691607697,1521.6696371044266,28.352760910979416
2861,91.0,22,64,23.06987001451304,1954.4749600463856,40.5696880725116
2559,75.0,13,64,28.711939967467583,2595.804328079566,50.39156779520084
2859,108.0,16,53,1.5688014726622166,560.9249284504784,8.87139611666295
2391,92.0,5,93,6.307473768175834,1016.5612590188404,20.579285661555737
2955,76.0,18,90,18.873959454891683,1552.7820880039335,30.903380907103184
2146,60.0,-23,95,27.55922684856256,1916.4240462796208,40.55325102188718
2959,44.0,-30,95,32.90789182088259,2589.044561711534,48.79684140114711
2632,67.0,67,44,1.719440280456337,567.5009387878852,9.636926391522548
2105,51.0,43,82,9.566616074309284,1041.3598765135068,20.292934392315395
2459,35.0,57,76,23.525269001251672,1464.0730194027306,29.613630183597916
2273,19.0,44,89,20.433917988129465,1981.5166182469368,39.3388648367149
2767,3.0,66,89,35.479816685949274,2524.5941047504107,48.14847625202852
2490,101.0,15,36,8.846309886107424,583.6289952900186,8.58446890057673
2868,85.0,20,67,7.885265880450827,966.229933746778,20.01690624708619
2119,69.0,4,23,17.402800967191645,1447.1464112532544,29.49906600769124
2229,53.0,1,27,26.661856895191303,2048.5193636276194,41.64997650267732
2307,37.0,43,27,30.039187053803342,2516.5405301392784,48.74442381785804
2349,70.0,62,9,9.264581807163676,477.7206425311595,10.173699744223228
2333,54.0,69,13,15.58291275611628,965.626180714972,20.181252626070627
2694,38.0,98,40,13.045596646710631,1563.361090519272,28.680605544971737
2978,22.0,68,73,20.87917646372632,1990.2600465181745,41.39727167251979
2593,6.0,27,73,30.232037030374357,2434.3682549036903,48.89939017351794
2916,69.0,56,24,10.736371939676864,480.925237897139,8.973688334153307
2364,53.0,66,27,12.410833598843247,954.6974930557228,19.999355244370808
2238,37.0,50,56,22.196277468890912,1563.856877728893,31.462991472423013
2240,21.0,65,53,27.98525581319516,1914.8383179224732,41.23085466179012
2558,5.0,12,53,32.307633241083984,2433.573813174952,50.773525838578735
2458,111.0,57,88,10.536111083812152,538.8981253276103,11.217091936036825
2792,95.0,67,22,8.539522690964795,1084.6326228559349,18.23644524952597
2176,79.0,39,55,13.638085942102132,1507.0405480713755,31.26693154214053
2767,63.0,54,8,18.054913858261685,2013.191938194112,39.355126685477074
2381,47.0,46,8,31.785378659248952,2519.072710690222,50.62454808374323
2331,81.0,95,44,5.432321189487097,530.3183107753774,10.1895827759753
2175,65.0,117,32,6.644888637153314,1053.470674746872,21.962626449444272
2937,49.0,126,22,15.933962926341705,1577.5937221833367,31.415977356039956
2182,33.0,126,40,20.59591704048789,2018.5575244771885,39.66517914222189
2501,17.0,119,40,33.633797836606405,2491.444605850397,50.50245667468518
2406,78.0,58,40,8.492151349400196,419.6499950911579,9.292003933057366
2452,62.0,50,79,12.778298632947203,1009.3177536857468,18.716420674346555
2801,46.0,33,47,19.53369797873537,1428.365506654528,29.507410692456038
2093,30.0,46,72,24.013717379033466,1938.0643122904933,39.92053731468583
2533,14.0,57,72,31.2549543228718,2513.8544362064545,50.08159073492472
2894,112.0,23,56,6.4122157664636905,406.2029463970559,9.349412090263806
